	(Intercept)	x.c.V8	x.c.V10	x.c.V11	x.c.V13	x.c.V5	x.c.V7	x.c.V12	x.c.V6	I(x.c.V8^2)	I(x.c.V10^2)	I(x.c.V11^2)	I(x.c.V13^2)	I(x.c.V5^2)	I(x.c.V7^2)	I(x.c.V12^2)	I(x.c.V6^2)	x.c.V8:x.c.V10	x.c.V8:x.c.V11	x.c.V8:x.c.V13	x.c.V8:x.c.V5	x.c.V8:x.c.V7	x.c.V8:x.c.V12	x.c.V8:x.c.V6	x.c.V10:x.c.V11	x.c.V10:x.c.V13	x.c.V10:x.c.V5	x.c.V10:x.c.V7	x.c.V10:x.c.V12	x.c.V10:x.c.V6	x.c.V11:x.c.V13	x.c.V11:x.c.V5	x.c.V11:x.c.V7	x.c.V11:x.c.V12	x.c.V11:x.c.V6	x.c.V13:x.c.V5	x.c.V13:x.c.V7	x.c.V13:x.c.V12	x.c.V13:x.c.V6	x.c.V5:x.c.V7	x.c.V5:x.c.V12	x.c.V5:x.c.V6	x.c.V7:x.c.V12	x.c.V7:x.c.V6	x.c.V12:x.c.V6
96	1	35	5000	62	200	5540	54	33.44	5	1225	2.5e+07	3844	40000	30691600	2916	11.182.336	25	175000	2170	7000	193900	1890	1170.4	175	310000	1,00E+06	27700000	270000	167200	25000	12400	343480	3348	2073.28	310	1108000	10800	6688	1000	299160	185257.6	27700	1805.76	270	167.2
97	1	48	5000	44	300	5590	51	42.08	6	2304	2.5e+07	1936	90000	31248100	2601	17.707.264	36	240000	2112	14400	268320	2448	2019.84	288	220000	1500000	27950000	255000	210400	30000	13200	245960	2244	1851.52	264	1677000	15300	12624	1800	285090	235227.2	33540	2146.08	306	252.48
98	1	59	2014	31	300	5690	63	53.42	6	3481	4056196	961	90000	32376100	3969	28.536.964	36	118826	1829	17700	335710	3717	3151.78	354	62434	604200	11459660	126882	107587.88	12084	9300	176390	1953	1656.02	186	1707000	18900	16026	1800	358470	303959.8	34140	3365.46	378	320.52
99	1	41	5000	56	250	5550	63	37.22	7	1681	2.5e+07	3136	62500	30802500	3969	13.853.284	49	205000	2296	10250	227550	2583	1526.02	287	280000	1250000	27750000	315000	186100	35000	14000	310800	3528	2084.32	392	1387500	15750	9305	1750	349650	206571	38850	2344.86	441	260.54
100	1	58	5000	27	120	5620	57	47.66	7	3364	2.5e+07	729	14400	31584400	3249	22.714.756	49	290000	1566	6960	325960	3306	2764.28	406	135000	6,00E+05	28100000	285000	238300	35000	3240	151740	1539	1286.82	189	674400	6840	5719.2	840	320340	267849.2	39340	2716.62	399	333.62
101	1	51	524	57	140	5630	61	54.68	6	2601	274576	3249	19600	31696900	3721	29.899.024	36	26724	2907	7140	287130	3111	2788.68	306	29868	73360	2950120	31964	28652.32	3144	7980	320910	3477	3116.76	342	788200	8540	7655.2	840	343430	307848.4	33780	3335.48	366	328.08
102	1	46	5000	55	200	5580	78	38.48	7	2116	2.5e+07	3025	40000	31136400	6084	14.807.104	49	230000	2530	9200	256680	3588	1770.08	322	275000	1,00E+06	27900000	390000	192400	35000	11000	306900	4290	2116.4	385	1116000	15600	7696	1400	435240	214718.4	39060	3001.44	546	269.36
103	1	40	5000	59	140	5560	65	35.24	4	1600	2.5e+07	3481	19600	30913600	4225	12.418.576	16	2,00E+05	2360	5600	222400	2600	1409.6	160	295000	7,00E+05	27800000	325000	176200	20000	8260	328040	3835	2079.16	236	778400	9100	4933.6	560	361400	195934.4	22240	2290.6	260	140.96
104	1	35	5000	24	80	5440	44	32.54	5	1225	2.5e+07	576	6400	29593600	1936	10.588.516	25	175000	840	2800	190400	1540	1138.9	175	120000	4,00E+05	27200000	220000	162700	25000	1920	130560	1056	780.96	120	435200	3520	2603.2	400	239360	177017.6	27200	1431.76	220	162.7
105	1	46	2490	29	300	5480	51	47.48	7	2116	6200100	841	90000	30030400	2601	22.543.504	49	114540	1334	13800	252080	2346	2184.08	322	72210	747000	13645200	126990	118225.2	17430	8700	158920	1479	1376.92	203	1644000	15300	14244	2100	279480	260190.4	38360	2421.48	357	332.36
106	1	39	5000	107	100	5620	73	31.28	5	1521	2.5e+07	11449	10000	31584400	5329	9.784.384	25	195000	4173	3900	219180	2847	1219.92	195	535000	5,00E+05	28100000	365000	156400	25000	10700	601340	7811	3346.96	535	562000	7300	3128	500	410260	175793.6	28100	2283.44	365	156.4
107	1	32	5000	36	300	5450	35	33.44	11	1024	2.5e+07	1296	90000	29702500	1225	11.182.336	121	160000	1152	9600	174400	1120	1070.08	352	180000	1500000	27250000	175000	167200	55000	10800	196200	1260	1203.84	396	1635000	10500	10032	3300	190750	182248	59950	1170.4	385	367.84
108	1	47	5000	28	200	5660	35	39.38	6	2209	2.5e+07	784	40000	32035600	1225	15.507.844	36	235000	1316	9400	266020	1645	1850.86	282	140000	1,00E+06	28300000	175000	196900	30000	5600	158480	980	1102.64	168	1132000	7000	7876	1200	198100	222890.8	33960	1378.3	210	236.28
109	1	50	1144	30	120	5680	61	53.6	6	2500	1308736	900	14400	32262400	3721	2872.96	36	57200	1500	6000	284000	3050	2680	300	34320	137280	6497920	69784	61318.4	6864	3600	170400	1830	1608	180	681600	7320	6432	720	346480	304448	34080	3269.6	366	321.6
110	1	65	547	1	100	5760	50	66.92	4	4225	299209	1	10000	33177600	2500	44.782.864	16	35555	65	6500	374400	3250	4349.8	260	547	54700	3150720	27350	36605.24	2188	100	5760	50	66.92	4	576000	5000	6692	400	288000	385459.2	23040	3346	200	267.68
111	1	66	413	10	120	5790	57	69.62	4	4356	170569	100	14400	33524100	3249	48.469.444	16	27258	660	7920	382140	3762	4594.92	264	4130	49560	2391270	23541	28753.06	1652	1200	57900	570	696.2	40	694800	6840	8354.4	480	330030	403099.8	23160	3968.34	228	278.48
112	1	69	610	46	60	5720	68	63.68	5	4761	372100	2116	3600	32718400	4624	40.551.424	25	42090	3174	4140	394680	4692	4393.92	345	28060	36600	3489200	41480	38844.8	3050	2760	263120	3128	2929.28	230	343200	4080	3820.8	300	388960	364249.6	28600	4330.24	340	318.4
113	1	59	3638	81	120	5660	58	51.26	6	3481	13235044	6561	14400	32035600	3364	26.275.876	36	214642	4779	7080	333940	3422	3024.34	354	294678	436560	20591080	211004	186483.88	21828	9720	458460	4698	4152.06	486	679200	6960	6151.2	720	328280	290131.6	33960	2973.08	348	307.56
114	1	64	3848	45	100	5710	65	56.84	5	4096	14807104	2025	10000	32604100	4225	32.307.856	25	246272	2880	6400	365440	4160	3637.76	320	173160	384800	21972080	250120	218720.32	19240	4500	256950	2925	2557.8	225	571000	6500	5684	500	371150	324556.4	28550	3694.6	325	284.2
115	1	68	1479	40	100	5780	78	68	7	4624	2187441	1600	10000	33408400	6084	4624	49	100572	2720	6800	393040	5304	4624	476	59160	147900	8548620	115362	100572	10353	4000	231200	3120	2720	280	578000	7800	6800	700	450840	393040	40460	5304	546	476
116	1	49	1108	55	27	5750	73	65.48	7	2401	1227664	3025	729	33062500	5329	42.876.304	49	54292	2695	1323	281750	3577	3208.52	343	60940	29916	6371000	80884	72551.84	7756	1485	316250	4015	3601.4	385	155250	1971	1767.96	189	419750	376510	40250	4780.04	511	458.36
117	1	52	869	0	40	5700	41	58.1	5	2704	755161	0	1600	32490000	1681	3375.61	25	45188	0	2080	296400	2132	3021.2	260	0	34760	4953300	35629	50488.9	4345	0	0	0	0	0	228000	1640	2324	200	233700	331170	28500	2382.1	205	290.5
118	1	56	5000	43	140	5620	47	38.3	9	3136	2.5e+07	1849	19600	31584400	2209	1466.89	81	280000	2408	7840	314720	2632	2144.8	504	215000	7,00E+05	28100000	235000	191500	45000	6020	241660	2021	1646.9	387	786800	6580	5362	1260	264140	215246	50580	1800.1	423	344.7
119	1	55	5000	49	150	5650	46	37.94	6	3025	2.5e+07	2401	22500	31922500	2116	14.394.436	36	275000	2695	8250	310750	2530	2086.7	330	245000	750000	28250000	230000	189700	30000	7350	276850	2254	1859.06	294	847500	6900	5691	900	259900	214361	33900	1745.24	276	227.64
120	1	66	1148	31	100	5730	61	60.8	5	4356	1317904	961	10000	32832900	3721	3696.64	25	75768	2046	6600	378180	4026	4012.8	330	35588	114800	6578040	70028	69798.4	5740	3100	177630	1891	1884.8	155	573000	6100	6080	500	349530	348384	28650	3708.8	305	304
121	1	74	856	4	100	5810	55	75.38	4	5476	732736	16	10000	33756100	3025	56.821.444	16	63344	296	7400	429940	4070	5578.12	296	3424	85600	4973360	47080	64525.28	3424	400	23240	220	301.52	16	581000	5500	7538	400	319550	437957.8	23240	4145.9	220	301.52
122	1	76	807	16	120	5790	60	73.04	4	5776	651249	256	14400	33524100	3600	53.348.416	16	61332	1216	9120	440040	4560	5551.04	304	12912	96840	4672530	48420	58943.28	3228	1920	92640	960	1168.64	64	694800	7200	8764.8	480	347400	422901.6	23160	4382.4	240	292.16
123	1	70	2040	46	150	5740	78	63.5	8	4900	4161600	2116	22500	32947600	6084	4032.25	64	142800	3220	10500	401800	5460	4445	560	93840	306000	11709600	159120	129540	16320	6900	264040	3588	2921	368	861000	11700	9525	1200	447720	364490	45920	4953	624	508
125	1	67	314	60	120	5690	71	59	4	4489	98596	3600	14400	32376100	5041	3481	16	21038	4020	8040	381230	4757	3953	268	18840	37680	1786660	22294	18526	1256	7200	341400	4260	3540	240	682800	8520	7080	480	403990	335710	22760	4189	284	236
127	1	41	5000	75	120	5680	77	40.82	6	1681	2.5e+07	5625	14400	32262400	5929	16.662.724	36	205000	3075	4920	232880	3157	1673.62	246	375000	6,00E+05	28400000	385000	204100	30000	9000	426000	5775	3061.5	450	681600	9240	4898.4	720	437360	231857.6	34080	3143.14	462	244.92
128	1	61	1410	20	140	5650	66	55.22	8	3721	1988100	400	19600	31922500	4356	30.492.484	64	86010	1220	8540	344650	4026	3368.42	488	28200	197400	7966500	93060	77860.2	11280	2800	113000	1320	1104.4	160	791000	9240	7730.8	1120	372900	311993	45200	3644.52	528	441.76
129	1	68	360	23	120	5730	74	62.42	6	4624	129600	529	14400	32832900	5476	38.962.564	36	24480	1564	8160	389640	5032	4244.56	408	8280	43200	2062800	26640	22471.2	2160	2760	131790	1702	1435.66	138	687600	8880	7490.4	720	424020	357666.6	34380	4619.08	444	374.52
130	1	69	1568	32	70	5730	78	67.64	3	4761	2458624	1024	4900	32832900	6084	45.751.696	9	108192	2208	4830	395370	5382	4667.16	207	50176	109760	8984640	122304	106059.52	4704	2240	183360	2496	2164.48	96	401100	5460	4734.8	210	446940	387577.2	17190	5275.92	234	202.92
131	1	74	1184	40	80	5760	78	68.72	7	5476	1401856	1600	6400	33177600	6084	47.224.384	49	87616	2960	5920	426240	5772	5085.28	518	47360	94720	6819840	92352	81364.48	8288	3200	230400	3120	2748.8	280	460800	6240	5497.6	560	449280	395827.2	40320	5360.16	546	481.04
132	1	74	898	24	70	5830	75	73.4	6	5476	806404	576	4900	33988900	5625	5387.56	36	66452	1776	5180	431420	5550	5431.6	444	21552	62860	5235340	67350	65913.2	5388	1680	139920	1800	1761.6	144	408100	5250	5138	420	437250	427922	34980	5505	450	440.4
133	1	80	436	0	40	5880	80	86.36	3	6400	190096	0	1600	34574400	6400	74.580.496	9	34880	0	3200	470400	6400	6908.8	240	0	17440	2563680	34880	37652.96	1308	0	0	0	0	0	235200	3200	3454.4	120	470400	507796.8	17640	6908.8	240	259.08
134	1	84	774	6	20	5890	88	86	6	7056	599076	36	400	34692100	7744	7396	36	65016	504	1680	494760	7392	7224	504	4644	15480	4558860	68112	66564	4644	120	35340	528	516	36	117800	1760	1720	120	518320	506540	35340	7568	528	516
135	1	78	1181	50	17	5850	76	79.88	4	6084	1394761	2500	289	34222500	5776	63.808.144	16	92118	3900	1326	456300	5928	6230.64	312	59050	20077	6908850	89756	94338.28	4724	850	292500	3800	3994	200	99450	1292	1357.96	68	444600	467298	23400	6070.88	304	319.52
136	1	80	1991	47	40	5820	63	69.62	6	6400	3964081	2209	1600	33872400	3969	48.469.444	36	159280	3760	3200	465600	5040	5569.6	480	93577	79640	11587620	125433	138613.42	11946	1880	273540	2961	3272.14	282	232800	2520	2784.8	240	366660	405188.4	34920	4386.06	378	417.72
138	1	76	1597	56	50	5800	78	68	7	5776	2550409	3136	2500	33640000	6084	4624	49	121372	4256	3800	440800	5928	5168	532	89432	79850	9262600	124566	108596	11179	2800	324800	4368	3808	392	290000	3900	3400	350	452400	394400	40600	5304	546	476
139	1	74	1184	52	70	5740	74	69.44	3	5476	1401856	2704	4900	32947600	5476	48.219.136	9	87616	3848	5180	424760	5476	5138.56	222	61568	82880	6796160	87616	82216.96	3552	3640	298480	3848	3610.88	156	401800	5180	4860.8	210	424760	398585.6	17220	5138.56	222	208.32
140	1	66	3005	58	80	5710	63	59.18	7	4356	9030025	3364	6400	32604100	3969	35.022.724	49	198330	3828	5280	376860	4158	3905.88	462	174290	240400	17158550	189315	177835.9	21035	4640	331180	3654	3432.44	406	456800	5040	4734.4	560	359730	337917.8	39970	3728.34	441	414.26
141	1	66	2880	53	120	5720	62	57.38	8	4356	8294400	2809	14400	32718400	3844	32.924.644	64	190080	3498	7920	377520	4092	3787.08	528	152640	345600	16473600	178560	165254.4	23040	6360	303160	3286	3041.14	424	686400	7440	6885.6	960	354640	328213.6	45760	3557.56	496	459.04
143	1	69	2125	64	100	5740	53	59	5	4761	4515625	4096	10000	32947600	2809	3481	25	146625	4416	6900	396060	3657	4071	345	136000	212500	12197500	112625	125375	10625	6400	367360	3392	3776	320	574000	5300	5900	500	304220	338660	28700	3127	265	295
145	1	62	3720	74	120	5690	62	50.9	9	3844	13838400	5476	14400	32376100	3844	2590.81	81	230640	4588	7440	352780	3844	3155.8	558	275280	446400	21166800	230640	189348	33480	8880	421060	4588	3766.6	666	682800	7440	6108	1080	352780	289621	51210	3155.8	558	458.1
146	1	67	4337	66	200	5730	71	59.36	5	4489	18809569	4356	40000	32832900	5041	35.236.096	25	290579	4422	13400	383910	4757	3977.12	335	286242	867400	24851010	307927	257444.32	21685	13200	378180	4686	3917.76	330	1146000	14200	11872	1000	406830	340132.8	28650	4214.56	355	296.8
147	1	80	2053	31	120	5780	68	72.86	3	6400	4214809	961	14400	33408400	4624	53.085.796	9	164240	2480	9600	462400	5440	5828.8	240	63643	246360	11866340	139604	149581.58	6159	3720	179180	2108	2258.66	93	693600	8160	8743.2	360	393040	421130.8	17340	4954.48	204	218.58
148	1	76	1958	70	40	5790	79	70.52	7	5776	3833764	4900	1600	33524100	6241	49.730.704	49	148808	5320	3040	440040	6004	5359.52	532	137060	78320	11336820	154682	138078.16	13706	2800	405300	5530	4936.4	490	231600	3160	2820.8	280	457410	408310.8	40530	5571.08	553	493.64
149	1	65	3644	86	70	5750	76	59.36	3	4225	13278736	7396	4900	33062500	5776	35.236.096	9	236860	5590	4550	373750	4940	3858.4	195	313384	255080	20953000	276944	216307.84	10932	6020	494500	6536	5104.96	258	402500	5320	4155.2	210	437000	341320	17250	4511.36	228	178.08
150	1	65	1368	75	100	5680	71	58.46	6	4225	1871424	5625	10000	32262400	5041	34.175.716	36	88920	4875	6500	369200	4615	3799.9	390	102600	136800	7770240	97128	79973.28	8208	7500	426000	5325	4384.5	450	568000	7100	5846	600	403280	332052.8	34080	4150.66	426	350.76
151	1	63	3539	73	120	5720	66	53.6	3	3969	12524521	5329	14400	32718400	4356	2872.96	9	222957	4599	7560	360360	4158	3376.8	189	258347	424680	20243080	233574	189690.4	10617	8760	417560	4818	3912.8	219	686400	7920	6432	360	377520	306592	17160	3537.6	198	160.8
152	1	62	2785	49	100	5770	81	63.32	4	3844	7756225	2401	10000	33292900	6561	40.094.224	16	172670	3038	6200	357740	5022	3925.84	248	136465	278500	16069450	225585	176346.2	11140	4900	282730	3969	3102.68	196	577000	8100	6332	400	467370	365356.4	23080	5128.92	324	253.28
153	1	68	984	26	120	5800	72	69.26	4	4624	968256	676	14400	33640000	5184	47.969.476	16	66912	1768	8160	394400	4896	4709.68	272	25584	118080	5707200	70848	68151.84	3936	3120	150800	1872	1800.76	104	696000	8640	8311.2	480	417600	401708	23200	4986.72	288	277.04
154	1	68	1804	56	70	5780	92	68	8	4624	3254416	3136	4900	33408400	8464	4624	64	122672	3808	4760	393040	6256	4624	544	101024	126280	10427120	165968	122672	14432	3920	323680	5152	3808	448	404600	6440	4760	560	531760	393040	46240	6256	736	544
155	1	69	3234	77	80	5740	71	62.78	6	4761	10458756	5929	6400	32947600	5041	39.413.284	36	223146	5313	5520	396060	4899	4331.82	414	249018	258720	18563160	229614	203030.52	19404	6160	441980	5467	4834.06	462	459200	5680	5022.4	480	407540	360357.2	34440	4457.38	426	376.68
156	1	66	3441	67	100	5730	64	60.98	6	4356	11840481	4489	10000	32832900	4096	37.185.604	36	227106	4422	6600	378180	4224	4024.68	396	230547	344100	19716930	220224	209832.18	20646	6700	383910	4288	4085.66	402	573000	6400	6098	600	366720	349415.4	34380	3902.72	384	365.88
157	1	70	1578	61	100	5760	68	60.8	6	4900	2490084	3721	10000	33177600	4624	3696.64	36	110460	4270	7000	403200	4760	4256	420	96258	157800	9089280	107304	95942.4	9468	6100	351360	4148	3708.8	366	576000	6800	6080	600	391680	350208	34560	4134.4	408	364.8
158	1	70	1850	76	120	5770	59	60.8	7	4900	3422500	5776	14400	33292900	3481	3696.64	49	129500	5320	8400	403900	4130	4256	490	140600	222000	10674500	109150	112480	12950	9120	438520	4484	4620.8	532	692400	7080	7296	840	340430	350816	40390	3587.2	413	425.6
159	1	64	2962	80	120	5690	67	59.36	8	4096	8773444	6400	14400	32376100	4489	35.236.096	64	189568	5120	7680	364160	4288	3799.04	512	236960	355440	16853780	198454	175824.32	23696	9600	455200	5360	4748.8	640	682800	8040	7123.2	960	381230	337758.4	45520	3977.12	536	474.88
160	1	61	2670	54	120	5650	66	55.4	6	3721	7128900	2916	14400	31922500	4356	3069.16	36	162870	3294	7320	344650	4026	3379.4	366	144180	320400	15085500	176220	147918	16020	6480	305100	3564	2991.6	324	678000	7920	6648	720	372900	313010	33900	3656.4	396	332.4
161	1	52	5000	76	150	5610	61	42.08	3	2704	2.5e+07	5776	22500	31472100	3721	17.707.264	9	260000	3952	7800	291720	3172	2188.16	156	380000	750000	28050000	305000	210400	15000	11400	426360	4636	3198.08	228	841500	9150	6312	450	342210	236068.8	16830	2566.88	183	126.24
162	1	48	5000	57	140	5570	81	40.82	9	2304	2.5e+07	3249	19600	31024900	6561	16.662.724	81	240000	2736	6720	267360	3888	1959.36	432	285000	7,00E+05	27850000	405000	204100	45000	7980	317490	4617	2326.74	513	779800	11340	5714.8	1260	451170	227367.4	50130	3306.42	729	367.38
163	1	59	5000	46	140	5690	63	51.26	5	3481	2.5e+07	2116	19600	32376100	3969	26.275.876	25	295000	2714	8260	335710	3717	3024.34	295	230000	7,00E+05	28450000	315000	256300	25000	6440	261740	2898	2357.96	230	796600	8820	7176.4	700	358470	291669.4	28450	3229.38	315	256.3
164	1	67	987	28	140	5760	58	63.86	3	4489	974169	784	19600	33177600	3364	40.780.996	9	66129	1876	9380	385920	3886	4278.62	201	27636	138180	5685120	57246	63029.82	2961	3920	161280	1624	1788.08	84	806400	8120	8940.4	420	334080	367833.6	17280	3703.88	174	191.58
165	1	66	1148	43	140	5810	68	66.92	5	4356	1317904	1849	19600	33756100	4624	44.782.864	25	75768	2838	9240	383460	4488	4416.72	330	49364	160720	6669880	78064	76824.16	5740	6020	249830	2924	2877.56	215	813400	9520	9368.8	700	395080	388805.2	29050	4550.56	340	334.6
166	1	74	898	-24	60	5830	71	77.9	4	5476	806404	576	3600	33988900	5041	6068.41	16	66452	-1776	4440	431420	5254	5764.6	296	-21552	53880	5235340	63758	69954.2	3592	-1440	-139920	-1704	-1869.6	-96	349800	4260	4674	240	413930	454157	23320	5530.9	284	311.6
167	1	83	777	-1	30	5880	67	82.58	6	6889	603729	1	900	34574400	4489	68.194.564	36	64491	-83	2490	488040	5561	6854.14	498	-777	23310	4568760	52059	64164.66	4662	-30	-5880	-67	-82.58	-6	176400	2010	2477.4	180	393960	485570.4	35280	5532.86	402	495.48
168	1	78	1279	75	17	5860	64	71.6	3	6084	1635841	5625	289	34339600	4096	5126.56	9	99762	5850	1326	457080	4992	5584.8	234	95925	21743	7494940	81856	91576.4	3837	1275	439500	4800	5370	225	99620	1088	1217.2	51	375040	419576	17580	4582.4	192	214.8
169	1	75	1046	69	80	5830	64	68.72	6	5625	1094116	4761	6400	33988900	4096	47.224.384	36	78450	5175	6000	437250	4800	5154	450	72174	83680	6098180	66944	71881.12	6276	5520	402270	4416	4741.68	414	466400	5120	5497.6	480	373120	400637.6	34980	4398.08	384	412.32
170	1	84	1167	50	60	5870	69	74.3	4	7056	1361889	2500	3600	34456900	4761	5520.49	16	98028	4200	5040	493080	5796	6241.2	336	58350	70020	6850290	80523	86708.1	4668	3000	293500	3450	3715	200	352200	4140	4458	240	405030	436141	23480	5126.7	276	297.2
171	1	81	987	45	100	5860	77	75.74	3	6561	974169	2025	10000	34339600	5929	57.365.476	9	79947	3645	8100	474660	6237	6134.94	243	44415	98700	5783820	75999	74755.38	2961	4500	263700	3465	3408.3	135	586000	7700	7574	300	451220	443836.4	17580	5831.98	231	227.22
172	1	79	1144	57	120	5800	61	71.24	3	6241	1308736	3249	14400	33640000	3721	50.751.376	9	90376	4503	9480	458200	4819	5627.96	237	65208	137280	6635200	69784	81498.56	3432	6840	330600	3477	4060.68	171	696000	7320	8548.8	360	353800	413192	17400	4345.64	183	213.72
173	1	79	977	60	150	5800	69	70.7	4	6241	954529	3600	22500	33640000	4761	4998.49	16	77183	4740	11850	458200	5451	5585.3	316	58620	146550	5666600	67413	69073.9	3908	9000	348000	4140	4242	240	870000	10350	10605	600	400200	410060	23200	4878.3	276	282.8
174	1	65	770	26	120	5770	64	75.56	5	4225	592900	676	14400	33292900	4096	57.093.136	25	50050	1690	7800	375050	4160	4911.4	325	20020	92400	4442900	49280	58181.2	3850	3120	150020	1664	1964.56	130	692400	7680	9067.2	600	369280	435981.2	28850	4835.84	320	377.8
175	1	81	629	-11	140	5860	33	86.36	4	6561	395641	121	19600	34339600	1089	74.580.496	16	50949	-891	11340	474660	2673	6995.16	324	-6919	88060	3685940	20757	54320.44	2516	-1540	-64460	-363	-949.96	-44	820400	4620	12090.4	560	193380	506069.6	23440	2849.88	132	345.44
176	1	84	337	-14	140	5870	38	89.78	7	7056	113569	196	19600	34456900	1444	80.604.484	49	28308	-1176	11760	493080	3192	7541.52	588	-4718	47180	1978190	12806	30255.86	2359	-1960	-82180	-532	-1256.92	-98	821800	5320	12569.2	980	223060	527008.6	41090	3411.64	266	628.46
177	1	83	590	26	120	5870	54	85.1	4	6889	348100	676	14400	34456900	2916	7242.01	16	48970	2158	9960	487210	4482	7063.3	332	15340	70800	3463300	31860	50209	2360	3120	152620	1404	2212.6	104	704400	6480	10212	480	316980	499537	23480	4595.4	216	340.4
178	1	90	400	19	120	5860	39	83.3	6	8100	160000	361	14400	34339600	1521	6938.89	36	36000	1710	10800	527400	3510	7497	540	7600	48000	2344000	15600	33320	2400	2280	111340	741	1582.7	114	703200	4680	9996	720	228540	488138	35160	3248.7	234	499.8
179	1	90	580	9	80	5880	43	87.26	5	8100	336400	81	6400	34574400	1849	76.143.076	25	52200	810	7200	529200	3870	7853.4	450	5220	46400	3410400	24940	50610.8	2900	720	52920	387	785.34	45	470400	3440	6980.8	400	252840	513088.8	29400	3752.18	215	436.3
180	1	93	646	25	140	5870	55	89.24	7	8649	417316	625	19600	34456900	3025	79.637.776	49	60078	2325	13020	545910	5115	8299.32	651	16150	90440	3792020	35530	57649.04	4522	3500	146750	1375	2231	175	821800	7700	12493.6	980	322850	523838.8	41090	4908.2	385	624.68
181	1	88	826	41	140	5860	77	84.38	4	7744	682276	1681	19600	34339600	5929	71.199.844	16	72688	3608	12320	515680	6776	7425.44	352	33866	115640	4840360	63602	69697.88	3304	5740	240260	3157	3459.58	164	820400	10780	11813.2	560	451220	494466.8	23440	6497.26	308	337.52
182	1	72	823	52	150	5830	63	74.48	5	5184	677329	2704	22500	33988900	3969	55.472.704	25	59256	3744	10800	419760	4536	5362.56	360	42796	123450	4798090	51849	61297.04	4115	7800	303160	3276	3872.96	260	874500	9450	11172	750	367290	434218.4	29150	4692.24	315	372.4
183	1	72	2116	47	120	5820	65	70.34	5	5184	4477456	2209	14400	33872400	4225	49.477.156	25	152352	3384	8640	419040	4680	5064.48	360	99452	253920	12315120	137540	148839.44	10580	5640	273540	3055	3305.98	235	698400	7800	8440.8	600	378300	409378.8	29100	4572.1	325	351.7
184	1	70	2972	52	120	5820	64	64.4	8	4900	8832784	2704	14400	33872400	4096	4147.36	64	208040	3640	8400	407400	4480	4508	560	154544	356640	17297040	190208	191396.8	23776	6240	302640	3328	3348.8	416	698400	7680	7728	960	372480	374808	46560	4121.6	512	515.2
185	1	78	2752	41	140	5860	68	69.98	6	6084	7573504	1681	19600	34339600	4624	48.972.004	36	214656	3198	10920	457080	5304	5458.44	468	112832	385280	16126720	187136	192584.96	16512	5740	240260	2788	2869.18	246	820400	9520	9797.2	840	398480	410082.8	35160	4758.64	408	419.88
186	1	87	1377	37	100	5870	76	78.44	3	7569	1896129	1369	10000	34456900	5776	61.528.336	9	119799	3219	8700	510690	6612	6824.28	261	50949	137700	8082990	104652	108011.88	4131	3700	217190	2812	2902.28	111	587000	7600	7844	300	446120	460442.8	17610	5961.44	228	235.32
187	1	91	1486	33	50	5890	71	79.88	6	8281	2208196	1089	2500	34692100	5041	63.808.144	36	135226	3003	4550	535990	6461	7269.08	546	49038	74300	8752540	105506	118701.68	8916	1650	194370	2343	2636.04	198	294500	3550	3994	300	418190	470493.2	35340	5671.48	426	479.28
188	1	87	990	22	40	5900	86	85.1	6	7569	980100	484	1600	34810000	7396	7242.01	36	86130	1914	3480	513300	7482	7403.7	522	21780	39600	5841000	85140	84249	5940	880	129800	1892	1872.2	132	236000	3440	3404	240	507400	502090	35400	7318.6	516	510.6
189	1	91	508	29	100	5890	65	85.28	5	8281	258064	841	10000	34692100	4225	72.726.784	25	46228	2639	9100	535990	5915	7760.48	455	14732	50800	2992120	33020	43322.24	2540	2900	170810	1885	2473.12	145	589000	6500	8528	500	382850	502299.2	29450	5543.2	325	426.4
191	1	88	1204	56	100	5910	73	79.88	4	7744	1449616	3136	10000	34928100	5329	63.808.144	16	105952	4928	8800	520080	6424	7029.44	352	67424	120400	7115640	87892	96175.52	4816	5600	330960	4088	4473.28	224	591000	7300	7988	400	431430	472090.8	23640	5831.24	292	319.52
192	1	83	2414	63	60	5900	69	76.46	5	6889	5827396	3969	3600	34810000	4761	58.461.316	25	200362	5229	4980	489700	5727	6346.18	415	152082	144840	14242600	166566	184574.44	12070	3780	371700	4347	4816.98	315	354000	4140	4587.6	300	407100	451114	29500	5275.74	345	382.3
193	1	78	2385	67	50	5860	64	70.34	3	6084	5688225	4489	2500	34339600	4096	49.477.156	9	186030	5226	3900	457080	4992	5486.52	234	159795	119250	13976100	152640	167760.9	7155	3350	392620	4288	4712.78	201	293000	3200	3517	150	375040	412192.4	17580	4501.76	192	211.02
194	1	79	2326	64	70	5830	63	71.24	3	6241	5410276	4096	4900	33988900	3969	50.751.376	9	183754	5056	5530	460570	4977	5627.96	237	148864	162820	13560580	146538	165704.24	6978	4480	373120	4032	4559.36	192	408100	4410	4986.8	210	367290	415329.2	17490	4488.12	189	213.72
195	1	77	3389	56	80	5850	72	68.72	9	5929	11485321	3136	6400	34222500	5184	47.224.384	81	260953	4312	6160	450450	5544	5291.44	693	189784	271120	19825650	244008	232892.08	30501	4480	327600	4032	3848.32	504	468000	5760	5497.6	720	421200	402012	52650	4947.84	648	618.48
